user_id,action_date,action_name,error_message,device,type_of_purchase
453216,2022-11-23,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
453221,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
453232,2023-01-10,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
453246,2022-11-23,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
453247,2022-11-25,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
453250,2022-11-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
453252,2022-12-01,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453256,2022-11-27,checkout_annual_completepayment.click.fail,"firstName field is required",desktop,"annual package"
453262,2022-11-23,checkout_annual_completepayment.click.fail,"Your card has expired.",desktop,"annual package"
453264,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453265,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453275,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453280,2022-11-24,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
453287,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453298,2022-11-25,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
453308,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453334,2022-11-25,checkout_monthly_completepayment.click.fail,"cvv field is required",desktop,"monthly package"
453348,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453350,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453381,2022-11-24,checkout_annual_completepayment.click.fail,"Your card number is incorrect.",desktop,"annual package"
453383,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453388,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453433,2022-11-24,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
453454,2022-11-30,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453459,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453463,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453465,2022-11-26,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
453472,2022-11-27,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
453489,2023-01-20,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
453516,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453528,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
453533,2022-11-25,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop,"monthly package"
453537,2022-11-24,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
453542,2022-11-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
453556,2022-11-24,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop,"monthly package"
453566,2022-11-22,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
453579,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
453595,2022-11-22,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
453599,2022-11-24,checkout_annual_completepayment.click.fail,"cvv field is required",desktop,"annual package"
453608,2022-11-24,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",desktop,"annual package"
453629,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453636,2022-11-25,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
453642,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453648,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453658,2022-11-25,checkout_sql-for-data-science-interviews_completepayment.click.fail,"Your card was declined.",desktop,"single course"
453661,2022-11-25,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
453676,2022-11-25,checkout_annual_completepayment.click.fail,"lastName field is required",mobile,"annual package"
453678,2022-11-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
453690,2022-11-25,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
453692,2022-11-25,checkout_annual_completepayment.click.fail,"month field is required",mobile,"annual package"
453693,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453715,2022-11-25,checkout_monthly_completepayment.click.fail,"number field is required",desktop,"monthly package"
453721,2022-11-26,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
453725,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453757,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453760,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453762,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453763,2022-11-25,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
453774,2022-11-25,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
453777,2022-11-26,checkout_annual_completepayment.click.fail,"Invalid City",desktop,"annual package"
453790,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453793,2022-11-25,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
453806,2022-11-25,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
453864,2022-11-26,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
453865,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453872,2022-11-25,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
453888,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453893,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453895,2022-11-26,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile,"annual package"
453897,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453898,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
453914,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
453915,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453917,2022-11-26,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
453920,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453927,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
453931,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453932,2022-11-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
453938,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453959,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453962,2022-11-27,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
453972,2022-12-16,checkout_quarterly_completepayment.click.fail,"number field is required",desktop,"quarterly package"
453974,2022-11-26,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
453985,2022-10-24,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
453988,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
453993,2022-11-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454018,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
454022,2022-11-26,checkout_monthly_completepayment.click.fail,"month field is required",desktop,"monthly package"
454023,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
454029,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454030,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454047,2022-11-26,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
454057,2022-12-04,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
454061,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454062,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454069,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454073,2022-11-26,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
454090,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454098,2022-11-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454100,2022-11-26,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
454106,2022-11-26,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
454107,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454109,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
454117,2022-11-27,checkout_annual_completepayment.click.fail,"lastName field is required",mobile,"annual package"
454125,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
454129,2022-11-27,checkout_annual_completepayment.click.fail,"lastName field is required",mobile,"annual package"
454132,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454141,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
454142,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454145,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454160,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454163,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454164,2022-11-27,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
454165,2022-11-27,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
454168,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
454178,2022-11-27,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
454184,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
454199,2022-11-27,checkout_annual_completepayment.click.fail,"Your card number is incorrect.",desktop,"annual package"
454204,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454211,2022-11-27,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop,"single course"
454213,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454217,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
454225,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454243,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
454251,2022-12-02,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
454258,2022-11-27,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
454261,2022-11-27,checkout_annual_completepayment.click.fail,"month field is required",mobile,"annual package"
454265,2022-11-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454267,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454276,2022-11-27,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
454288,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454301,2022-11-27,checkout_annual_completepayment.click.fail,"State field is required",desktop,"annual package"
454304,2022-11-27,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
454310,2022-11-27,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
454311,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454319,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
454324,2022-11-27,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
454328,2022-11-27,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
454334,2022-11-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454343,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454354,2022-11-27,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
454356,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
454359,2022-11-27,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop,"single course"
454364,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454369,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
454370,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454375,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
454376,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
454378,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454381,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454386,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454390,2022-11-28,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
454397,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454401,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454402,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454403,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454404,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454412,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454417,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454420,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454421,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454422,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454424,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454425,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454427,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
454430,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
454431,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454436,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
454437,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454442,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
454444,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
454451,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454460,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454467,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454468,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
454476,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454478,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454480,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454481,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454485,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454493,2022-11-27,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
454498,2022-12-01,checkout_annual_completepayment.click.fail,"month field is required",desktop,"annual package"
454499,2022-11-28,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
454504,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
454507,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454518,2022-11-26,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile,"annual package"
454521,2022-11-28,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
454522,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
454526,2022-11-28,checkout_annual_completepayment.click.fail,"An error occurred while processing your card. Try again in a little bit.",desktop,"annual package"
454534,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454536,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454538,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454544,2022-11-28,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
454548,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454551,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
454553,2022-11-28,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile,"annual package"
454555,2022-11-30,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
454556,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454559,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
454560,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454564,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454567,2022-12-01,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454574,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454576,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454580,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454583,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454587,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
454588,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
454589,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454590,2022-11-28,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
454591,2022-11-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454593,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454594,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454596,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
454598,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
454600,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454605,2022-12-02,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454622,2022-11-30,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454625,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
454632,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454661,2022-11-28,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
454666,2023-01-20,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454667,2022-11-28,checkout_sql-for-data-science-interviews_completepayment.click.success,NULL,desktop,"single course"
454676,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
454683,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454687,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454689,2022-12-01,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
454695,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454697,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454710,2022-11-29,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
454711,2022-11-29,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454718,2022-11-29,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
454732,2022-11-29,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
454733,2022-11-29,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454736,2022-11-29,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
454781,2022-12-11,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
454806,2022-12-01,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
454812,2022-11-29,checkout_annual_completepayment.click.fail,"firstName field is required",desktop,"annual package"
454827,2022-11-29,checkout_annual_completepayment.click.fail,"Your card has expired.",mobile,"annual package"
454829,2022-11-07,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
454846,2022-11-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454855,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454867,2022-12-02,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
454884,2022-12-01,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454887,2022-11-29,checkout_annual_completepayment.click.fail,"lastName field is required",mobile,"annual package"
454891,2022-11-29,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
454904,2022-12-05,checkout_monthly_completepayment.click.success,NULL,mobile,"monthly package"
454917,2022-11-29,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454921,2022-11-29,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454922,2022-11-30,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
454947,2022-11-30,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
454952,2022-11-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454953,2023-01-17,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
454971,2022-11-30,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
454976,2022-11-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
454977,2022-11-30,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454982,2022-11-30,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454984,2022-11-30,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
454986,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455007,2022-11-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455010,2022-11-30,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
455034,2022-11-30,checkout_annual_completepayment.click.fail,"Credit card number: must be a valid credit card number.",desktop,"annual package"
455038,2022-11-30,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
455042,2022-11-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455055,2022-11-30,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
455064,2022-11-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455072,2022-11-30,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
455075,2022-11-30,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
455076,2022-11-30,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
455078,2022-12-01,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
455081,2022-11-30,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
455083,2022-11-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455085,2022-12-01,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
455087,2022-12-02,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455088,2022-11-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455114,2022-11-30,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
455123,2022-11-30,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
455124,2022-11-30,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
455129,2022-11-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455131,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455138,2022-11-30,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
455142,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455156,2022-12-01,checkout_data-strategy_completepayment.click.fail,"Your card was declined.",desktop,"single course"
455193,2022-12-01,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
455211,2022-12-01,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
455216,2022-12-01,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
455223,2022-12-01,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
455229,2022-12-01,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
455233,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455234,2023-01-25,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
455238,2022-12-01,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
455239,2022-12-20,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
455248,2022-12-01,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
455249,2022-12-01,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
455265,2022-12-01,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
455275,2022-12-01,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
455283,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455285,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455287,2022-12-02,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
455292,2022-12-01,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
455296,2022-12-01,checkout_annual_completepayment.click.fail,"Your card's security code is invalid.",mobile,"annual package"
455297,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455301,2022-12-09,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
455305,2022-12-01,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
455318,2022-12-01,checkout_annual_completepayment.click.fail,"firstName field is required",desktop,"annual package"
455321,2022-12-01,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
455325,2022-12-01,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
455326,2022-12-01,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",mobile,"annual package"
455329,2022-12-01,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
455330,2022-12-01,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
455335,2022-12-02,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
455339,2022-12-01,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
455340,2022-12-01,checkout_sql-for-data-science-interviews_completepayment.click.fail,"year field is required",desktop,"single course"
455343,2023-01-18,checkout_annual_completepayment.click.fail,"Your card's security code is invalid.",mobile,"annual package"
455348,2022-12-02,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
455355,2022-12-02,checkout_machine-learning-process-a-z_completepayment.click.success,NULL,desktop,"single course"
455362,2022-12-02,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
455363,2022-12-02,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
455366,2022-12-02,checkout_annual_completepayment.click.fail,"Your card number is incorrect.",mobile,"annual package"
455371,2022-12-02,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455378,2022-12-02,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455381,2022-12-02,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
